topology,distance,metric,reach,epsilon,bound_type,sample_prob,actual_sample_prob,n_eff,max_abs_error,eps_observed,eps_predicted,bound_holds,spearman
trellis,250,harmonic,23.748153686523438,1.610977633979375,hoeffding,0.05,0.05,1.1874076843261718,0.15672847628593445,0.006599606788584767,1.610977633979375,True,0.23314975404101934
trellis,250,betweenness,23.748153686523438,1.610977633979375,hoeffding,0.05,0.05,1.1874076843261718,25.668312072753906,1.6042695045471191,1.610977633979375,True,0.11504336284315765
trellis,250,harmonic,23.748153686523438,1.1391332093266762,hoeffding,0.1,0.1,2.3748153686523437,0.15672847628593445,0.006599606788584767,1.1391332093266762,True,0.23314975404101934
trellis,250,betweenness,23.748153686523438,1.1391332093266762,hoeffding,0.1,0.1,2.3748153686523437,25.668312072753906,1.6042695045471191,1.1391332093266762,False,0.11504336284315765
trellis,250,harmonic,23.748153686523438,0.8054888169896876,hoeffding,0.2,0.2,4.749630737304687,0.15672847628593445,0.006599606788584767,0.8054888169896876,True,0.23314975404101934
trellis,250,betweenness,23.748153686523438,0.8054888169896876,hoeffding,0.2,0.2,4.749630737304687,25.668312072753906,1.6042695045471191,0.8054888169896876,False,0.11504336284315765
trellis,250,harmonic,23.748153686523438,0.6576788650475988,hoeffding,0.3,0.3,7.124446105957031,0.15672847628593445,0.006599606788584767,0.6576788650475988,True,0.23314975404101934
trellis,250,betweenness,23.748153686523438,0.6576788650475988,hoeffding,0.3,0.3,7.124446105957031,25.668312072753906,1.6042695045471191,0.6576788650475988,False,0.11504336284315765
trellis,250,harmonic,23.748153686523438,0.5695666046633381,hoeffding,0.4,0.4,9.499261474609375,0.12619954347610474,0.005314078102320865,0.5695666046633381,True,0.16611502247775964
trellis,250,betweenness,23.748153686523438,0.5695666046633381,hoeffding,0.4,0.4,9.499261474609375,19.00106430053711,1.1875665187835693,0.5695666046633381,False,0.08755932838439945
trellis,250,harmonic,23.748153686523438,0.509435858296389,hoeffding,0.5,0.5,11.874076843261719,0.08571428060531616,0.00360930292673477,0.509435858296389,True,0.20748255863196421
trellis,250,betweenness,23.748153686523438,0.509435858296389,hoeffding,0.5,0.5,11.874076843261719,13.333333969116211,0.8333333730697632,0.509435858296389,False,0.1151281351060265
trellis,250,harmonic,23.748153686523438,0.4650491853182293,hoeffding,0.6,0.6,14.248892211914063,0.08412578701972961,0.0035424137863597025,0.4650491853182293,True,0.20303252880294972
trellis,250,betweenness,23.748153686523438,0.4650491853182293,hoeffding,0.6,0.6,14.248892211914063,12.666621208190918,0.7916638255119324,0.4650491853182293,False,0.12142113421213932
trellis,250,harmonic,23.748153686523438,0.43055188315046683,hoeffding,0.7,0.7,16.623707580566407,0.06598395109176636,0.0027784876231961905,0.43055188315046683,True,0.20831513483756883
trellis,250,betweenness,23.748153686523438,0.43055188315046683,hoeffding,0.7,0.7,16.623707580566407,11.71418571472168,0.732136607170105,0.43055188315046683,False,0.13741356058721205
trellis,250,harmonic,23.748153686523438,0.4027444084948438,hoeffding,0.8,0.8,18.99852294921875,0.05238034576177597,0.002205659709516731,0.4027444084948438,True,0.29987110223950786
trellis,250,betweenness,23.748153686523438,0.4027444084948438,hoeffding,0.8,0.8,18.99852294921875,9.33329963684082,0.5833312273025513,0.4027444084948438,False,0.200017628547723
trellis,250,harmonic,23.748153686523438,0.3797110697755587,hoeffding,0.9,0.9,21.373338317871095,0.04973379522562027,0.002094217339255435,0.3797110697755587,True,0.2846027335217136
trellis,250,betweenness,23.748153686523438,0.3797110697755587,hoeffding,0.9,0.9,21.373338317871095,8.407304763793945,0.5254565477371216,0.3797110697755587,False,0.2212681498277725
trellis,500,harmonic,109.48770141601562,0.8381545546794459,hoeffding,0.05,0.05,5.474385070800782,0.4075944423675537,0.0037227417974447646,0.8381545546794459,True,0.29288337990429153
trellis,500,betweenness,109.48770141601562,0.8381545546794459,hoeffding,0.05,0.05,5.474385070800782,454.2447204589844,2.0278782163347517,0.8381545546794459,False,0.18033608635871948
trellis,500,harmonic,109.48770141601562,0.5926647692962271,hoeffding,0.1,0.1,10.948770141601564,0.3442780673503876,0.0031444451102526053,0.5926647692962271,True,0.18144151481104762
trellis,500,betweenness,109.48770141601562,0.5926647692962271,hoeffding,0.1,0.1,10.948770141601564,352.61822509765625,1.574188504900251,0.5926647692962271,False,0.09104830317060902
trellis,500,harmonic,109.48770141601562,0.41907727733972294,hoeffding,0.2,0.2,21.897540283203128,0.23287448287010193,0.0021269464958923465,0.41907727733972294,True,0.32363329444668737
trellis,500,betweenness,109.48770141601562,0.41907727733972294,hoeffding,0.2,0.2,21.897540283203128,207.98428344726562,0.9285012653895787,0.41907727733972294,False,0.18536586716514916
trellis,500,harmonic,109.48770141601562,0.34217516409238424,hoeffding,0.3,0.3,32.846310424804685,0.15907785296440125,0.0014529289674276758,0.34217516409238424,True,0.3027004325594121
trellis,500,betweenness,109.48770141601562,0.34217516409238424,hoeffding,0.3,0.3,32.846310424804685,154.12417602539062,0.6880543572562081,0.34217516409238424,False,0.17609955667116098
trellis,500,harmonic,109.48770141601562,0.29633238464811357,hoeffding,0.4,0.4,43.795080566406256,0.12348529696464539,0.0011278462819805095,0.29633238464811357,True,0.37571816109423684
trellis,500,betweenness,109.48770141601562,0.29633238464811357,hoeffding,0.4,0.4,43.795080566406256,113.90313720703125,0.5084961482456752,0.29633238464811357,False,0.2519127757148485
trellis,500,harmonic,109.48770141601562,0.26504774240311885,hoeffding,0.5,0.5,54.74385070800781,0.0978231132030487,0.0008934621143552417,0.26504774240311885,True,0.3832437829780697
trellis,500,betweenness,109.48770141601562,0.26504774240311885,hoeffding,0.5,0.5,54.74385070800781,90.41429138183594,0.4036352293831961,0.26504774240311885,False,0.26089354628488215
trellis,500,harmonic,109.48770141601562,0.24195437888334453,hoeffding,0.6,0.6,65.69262084960937,0.07676383852958679,0.0007011183679700298,0.24195437888334453,True,0.3642750965771495
trellis,500,betweenness,109.48770141601562,0.24195437888334453,hoeffding,0.6,0.6,65.69262084960937,77.02182006835938,0.3438474110194615,0.24195437888334453,False,0.2313187000821692
trellis,500,harmonic,109.48770141601562,0.22400622719818375,hoeffding,0.7,0.7,76.64139099121093,0.06928291916847229,0.0006327917955389438,0.22400622719818375,True,0.41429021210214684
trellis,500,betweenness,109.48770141601562,0.22400622719818375,hoeffding,0.7,0.7,76.64139099121093,63.72077941894531,0.2844677652631487,0.22400622719818375,False,0.2966727817888083
trellis,500,harmonic,109.48770141601562,0.20953863866986147,hoeffding,0.8,0.8,87.59016113281251,0.059649646282196045,0.0005448068185809098,0.20953863866986147,True,0.42119057330980714
trellis,500,betweenness,109.48770141601562,0.20953863866986147,hoeffding,0.8,0.8,87.59016113281251,55.043792724609375,0.24573121752057756,0.20953863866986147,False,0.30653621755251004
trellis,500,harmonic,109.48770141601562,0.19755492309874237,hoeffding,0.9,0.9,98.53893127441407,0.04183188080787659,0.00038206922117151607,0.19755492309874237,True,0.47428180874691683
trellis,500,betweenness,109.48770141601562,0.19755492309874237,hoeffding,0.9,0.9,98.53893127441407,40.41021728515625,0.1804027557373047,0.19755492309874237,True,0.3640202703495392
trellis,1000,harmonic,401.85943603515625,0.4730282416258831,hoeffding,0.05,0.05,20.092971801757812,0.722966730594635,0.0017990537629963405,0.4730282416258831,True,0.2599057780891388
trellis,1000,betweenness,401.85943603515625,0.4730282416258831,hoeffding,0.05,0.05,20.092971801757812,2818.6201171875,1.548692372081044,0.4730282416258831,False,0.12689745136808395
trellis,1000,harmonic,401.85943603515625,0.33448147734641065,hoeffding,0.1,0.1,40.185943603515625,0.47838062047958374,0.001190417786874446,0.33448147734641065,True,0.42227689294984827
trellis,1000,betweenness,401.85943603515625,0.33448147734641065,hoeffding,0.1,0.1,40.185943603515625,1757.455810546875,0.9656350607400412,0.33448147734641065,False,0.26433144218725624
trellis,1000,harmonic,401.85943603515625,0.23651412081294154,hoeffding,0.2,0.2,80.37188720703125,0.2762177586555481,0.0006873491919980286,0.23651412081294154,True,0.4895839108675813
trellis,1000,betweenness,401.85943603515625,0.23651412081294154,hoeffding,0.2,0.2,80.37188720703125,1106.27978515625,0.6078460358001374,0.23651412081294154,False,0.33144903628577427
trellis,1000,harmonic,401.85943603515625,0.1931129709848939,hoeffding,0.3,0.3,120.55783081054688,0.17916643619537354,0.00044584354659697316,0.1931129709848939,True,0.48094791269527976
trellis,1000,betweenness,401.85943603515625,0.1931129709848939,hoeffding,0.3,0.3,120.55783081054688,728.286376953125,0.4001573499742445,0.1931129709848939,False,0.32326856236836604
trellis,1000,harmonic,401.85943603515625,0.16724073867320532,hoeffding,0.4,0.4,160.7437744140625,0.15080523490905762,0.00037526861729797624,0.16724073867320532,True,0.5545519505531156
trellis,1000,betweenness,401.85943603515625,0.16724073867320532,hoeffding,0.4,0.4,160.7437744140625,554.500244140625,0.30467046381353025,0.16724073867320532,False,0.41279633881207634
trellis,1000,harmonic,401.85943603515625,0.14958466411222604,hoeffding,0.5,0.5,200.92971801757812,0.1254916787147522,0.00031227754647964443,0.14958466411222604,True,0.5611475868540143
trellis,1000,betweenness,401.85943603515625,0.14958466411222604,hoeffding,0.5,0.5,200.92971801757812,478.2265625,0.2627618475274725,0.14958466411222604,False,0.4202539895950424
trellis,1000,harmonic,401.85943603515625,0.13655149131849947,hoeffding,0.6,0.6,241.11566162109375,0.10353916883468628,0.00025765021186569394,0.13655149131849947,True,0.5699955394678122
trellis,1000,betweenness,401.85943603515625,0.13655149131849947,hoeffding,0.6,0.6,241.11566162109375,405.4561767578125,0.22277811909769918,0.13655149131849947,False,0.42146917690746094
trellis,1000,harmonic,401.85943603515625,0.12642211531658387,hoeffding,0.7,0.7,281.3016052246094,0.07902836799621582,0.0001966567434024421,0.12642211531658387,True,0.5940251081232194
trellis,1000,betweenness,401.85943603515625,0.12642211531658387,hoeffding,0.7,0.7,281.3016052246094,341.1988525390625,0.18747189699948488,0.12642211531658387,False,0.4672657253009556
trellis,1000,harmonic,401.85943603515625,0.11825706040647077,hoeffding,0.8,0.8,321.487548828125,0.07251614332199097,0.00018045151318942022,0.11825706040647077,True,0.6219659630881507
trellis,1000,betweenness,401.85943603515625,0.11825706040647077,hoeffding,0.8,0.8,321.487548828125,251.13671875,0.1379872081043956,0.11825706040647077,False,0.47844143056035476
trellis,1000,harmonic,401.85943603515625,0.11149382578213689,hoeffding,0.9,0.9,361.6734924316406,0.04846996068954468,0.00012061421567640963,0.11149382578213689,True,0.6476929011608779
trellis,1000,betweenness,401.85943603515625,0.11149382578213689,hoeffding,0.9,0.9,361.6734924316406,189.827392578125,0.10430076515281593,0.11149382578213689,True,0.5165816773922176
trellis,2000,harmonic,1487.233154296875,0.26317075193576367,hoeffding,0.05,0.05,74.36165771484376,1.0386983156204224,0.0006984098711217151,0.26317075193576367,True,0.5353453296493247
trellis,2000,betweenness,1487.233154296875,0.26317075193576367,hoeffding,0.05,0.05,74.36165771484376,15582.56640625,1.0661307065031473,0.26317075193576367,False,0.3532979754050186
trellis,2000,harmonic,1487.233154296875,0.18608982330374121,hoeffding,0.1,0.1,148.72331542968752,0.4991711378097534,0.00033563744619837264,0.18608982330374121,True,0.6251494818006095
trellis,2000,betweenness,1487.233154296875,0.18608982330374121,hoeffding,0.1,0.1,148.72331542968752,6992.4873046875,0.4784131981860632,0.18608982330374121,False,0.4370866504237627
trellis,2000,harmonic,1487.233154296875,0.13158537596788183,hoeffding,0.2,0.2,297.44663085937503,0.3089637756347656,0.00020774400754993634,0.13158537596788183,True,0.7243131790882609
trellis,2000,betweenness,1487.233154296875,0.13158537596788183,hoeffding,0.2,0.2,297.44663085937503,5050.8828125,0.3455721683429119,0.13158537596788183,False,0.5620392991063202
trellis,2000,harmonic,1487.233154296875,0.10743900957786488,hoeffding,0.3,0.3,446.16994628906247,0.23968017101287842,0.00016115843727689956,0.10743900957786488,True,0.7393974879335441
trellis,2000,betweenness,1487.233154296875,0.10743900957786488,hoeffding,0.3,0.3,446.16994628906247,3654.6015625,0.2500411578065134,0.10743900957786488,False,0.5938243820480892
